instance_no,card,size,time
353,49,583,2.58
353,43,532,2.298
353,41,483,2.099
353,41,440,1.855
353,44,435,1.682
353,49,478,1.749
353,52,511,10.544
353,51,508,2.06
353,47,472,1.933
353,41,422,1.806
353,35,395,1.605
353,34,410,1.46
353,41,463,146.122
353,55,554,2.231
353,74,692,2.569
353,95,856,4.785
353,112,989,4.061
353,122,1064,6.903
353,124,1105,5.301
353,118,1108,6.206
353,107,1081,5.191
353,98,1017,4.818
353,94,984,4.62
353,96,984,4.29
353,103,1011,4.335
353,111,1068,4.71
353,115,1143,5.096
353,116,1187,5.577
353,118,1221,14.032
353,121,1243,6.172
353,124,1262,15.116
353,128,1259,6.602
353,131,1256,6.602
353,131,1244,7.516
353,133,1249,6.384
353,141,1330,6.338
353,153,1449,6.616
353,166,1571,7.092
353,178,1685,7.693
353,183,1766,8.633
353,178,1744,8.981
353,166,1655,24.777
353,153,1551,8.364
353,141,1441,7.378
353,133,1341,6.62
353,132,1305,7.18
353,136,1322,8.006
353,140,1350,6.164
353,144,1365,9.998
353,148,1392,7.125
353,148,1376,6.643
353,144,1341,7.183
353,140,1303,11.027
353,136,1279,6.883
353,132,1247,6.634
353,132,1220,6.706
353,136,1236,6.702
353,138,1238,6.791
353,135,1203,6.746
353,128,1170,6.715
353,118,1124,6.973
353,107,1067,6.228
353,100,1010,10.133
353,98,948,5.622
353,96,892,5.27
353,91,880,5.918
353,86,892,4.833
353,82,878,4.756
353,78,841,4.489
353,77,804,4.283
353,80,794,4.411
353,81,806,4.236
353,77,783,4.344
353,71,711,12.845
353,63,617,3.796
353,52,519,3.208
353,42,434,2.628
353,36,384,2.188
353,32,349,1.833
353,29,301,1.62
353,29,284,1.393
353,31,300,1.34
353,31,304,1.434
353,28,266,1.417
353,24,228,1.234
353,19,196,1.049
353,13,160,0.878
353,10,132,2.777
353,12,138,0.571
353,15,156,0.562
354,7,92,0.14
354,21,174,0.457
354,36,249,3.58
354,41,297,2.029
354,36,301,1.554
354,28,267,1.413
354,21,216,1.29
354,17,178,0.874
354,16,175,1.704
354,17,191,0.693
354,22,203,0.768
354,32,216,0.972
354,43,273,1.301
354,50,345,1.648
354,49,370,1.903
354,39,338,1.938
354,25,266,1.582
354,14,190,1.094
354,10,141,0.689
354,13,147,0.527
354,21,210,0.647
354,34,317,0.992
354,51,442,1.76
354,66,555,2.324
354,74,635,2.871
354,74,673,3.151
354,66,669,3.227
354,54,605,2.996
354,46,516,14.194
354,45,456,2.3
354,48,430,2.076
354,51,413,2.045
354,50,384,2.042
354,44,362,1.942
354,38,350,1.738
354,38,370,1.597
354,47,449,1.791
354,65,602,2.554
354,87,783,3.255
354,105,935,4.212
354,115,1023,5.027
354,115,1059,5.938
354,105,995,5.588
354,92,901,19.876
354,84,827,13.275
354,82,772,4.103
354,85,767,3.752
354,93,806,3.817
354,101,879,4.345
354,103,922,9.201
354,98,903,5.694
354,88,868,4.541
354,76,819,4.088
354,69,790,3.727
354,75,794,3.613
354,96,884,3.852
354,128,1060,20.822
354,164,1261,6.259
354,192,1450,7.3
354,203,1570,8.522
354,196,1576,8.353
354,177,1465,9.383
354,154,1306,7.869
354,139,1158,7.138
354,137,1057,6.32
354,145,1027,6.836
354,157,1034,10.256
354,168,1108,5.962
354,172,1186,6.36
354,169,1276,6.302
354,167,1332,6.995
354,171,1440,7.13
354,178,1541,7.759
354,185,1599,10.252
354,190,1615,8.791
354,189,1638,9.131
354,184,1634,35.969
354,184,1661,8.843
354,195,1728,23.983
354,219,1866,9.582
354,259,2122,10.63
354,313,2450,12.889
354,370,2811,31.484
354,414,3123,17.961
354,433,3302,23.403
354,422,3364,51.029
354,389,3268,33.57
354,353,3055,18.79
354,334,2806,33.622
354,339,2714,17.75
354,363,2768,15.776
354,393,2921,16.332
354,414,3083,17.48
354,419,3233,18.149
354,414,3271,18.716
354,408,3296,47.815
354,408,3319,28.8
354,421,3393,19.699
354,448,3529,19.77
354,481,3676,20.482
354,511,3808,21.523
354,531,3910,31.068
354,535,3915,25.321
354,526,3874,31.714
354,520,3843,22.706
354,534,3873,22.55
354,571,3989,22.888
354,622,4215,28.471
354,670,4455,33.229
354,694,4640,28.466
354,681,4714,28.927
354,643,4640,28.338
354,604,4487,46.713
354,582,4365,26.404
354,585,4306,34.238
354,610,4318,25.329
354,637,4434,25.897
354,645,4557,44.453
354,630,4575,47.003
354,601,4555,28.605
354,569,4433,26.583
354,547,4426,25.997
354,547,4466,35.444
354,569,4618,30.921
354,601,4781,28.046
354,630,4974,29.352
354,645,5126,30.649
354,637,5119,31.545
354,609,4982,33.704
354,580,4833,30.386
354,567,4744,29.699
354,570,4717,46.705
354,579,4717,46.838
354,582,4703,65.642
354,565,4608,47.003
354,526,4450,27.91
354,483,4208,25.567
354,455,3993,311.633
354,446,3853,37.572
354,453,3847,22.846
354,468,3917,22.308
354,475,3982,22.839
354,462,3945,22.649
354,433,3764,21.915
354,399,3484,39.012
354,367,3208,19.13
354,344,2941,17.223
354,338,2802,16.239
354,347,2782,16.218
354,358,2773,15.266
354,360,2714,15.395
354,348,2606,15.326
354,319,2424,14.477
354,278,2180,17.658
354,242,1951,11.627
354,224,1760,10.135
354,220,1664,9.317
354,221,1594,8.896
354,222,1522,9.245
354,215,1485,8.644
354,195,1455,8.035
354,172,1398,7.404
354,158,1304,6.903
354,152,1252,6.548
354,148,1243,6.53
354,143,1170,6.413
354,133,1071,6.064
354,115,939,5.47
354,94,806,4.742
354,78,712,3.696
354,68,613,3.134
354,61,517,2.835
354,58,486,2.55
354,60,499,11.054
354,62,514,2.589
354,59,502,2.626
354,52,471,2.461
354,43,422,2.13
354,32,361,1.716
354,23,308,1.333
354,22,275,1.095
354,27,275,0.996
355,8,127,0.223
355,28,316,0.813
355,57,559,2.132
355,77,737,3.539
355,77,764,4.612
355,64,679,4.738
355,49,564,4.194
355,38,464,6.29
355,33,408,2.904
355,33,421,2.552
355,39,486,2.52
355,54,584,2.934
355,75,738,3.898
355,93,926,4.887
355,99,1035,6.13
355,88,966,6.594
355,64,756,7.251
355,39,510,4.536
355,24,320,2.994
355,23,268,1.902
355,34,376,1.643
355,55,588,3.001
355,85,810,3.853
355,117,1011,5.365
355,140,1147,9.305
355,148,1158,7.724
355,140,1091,7.671
355,120,984,7.007
355,100,874,6.081
355,91,837,5.297
355,93,869,5.115
355,99,912,5.509
355,101,921,6.042
355,94,884,6.166
355,82,838,5.816
355,76,847,5.53
355,85,946,5.448
355,112,1169,6.254
355,152,1510,8.016
355,192,1871,10.591
355,220,2148,13.15
355,230,2288,29.188
355,220,2283,16.069
355,197,2139,16.275
355,176,1904,14.352
355,166,1718,12.307
355,167,1684,11.075
355,178,1761,10.885
355,194,1865,11.305
355,204,1947,11.906
355,201,1928,12.718
355,186,1763,15.68
355,164,1540,10.744
355,145,1421,9.555
355,144,1510,8.559
355,171,1798,9.316
355,224,2242,11.777
355,292,2784,15.216
355,356,3311,39.25
355,395,3628,23.419
355,399,3622,25.535
355,373,3397,25.176
355,331,3080,24.706
355,293,2819,21.739
355,276,2760,19.533
355,282,2868,20.524
355,302,3061,20.316
355,325,3291,22.089
355,340,3491,92.38
355,341,3590,26.498
355,336,3613,25.996
355,338,3643,26.099
355,349,3704,26.529
355,363,3761,27.074
355,375,3795,29.41
355,379,3791,27.542
355,373,3743,27.129
355,368,3675,26.098
355,379,3702,25.331
355,413,3986,26.007
355,472,4604,28.657
355,551,5440,33.988
355,632,6299,40.311
355,688,6909,47.764
355,701,7123,51.399
355,669,6911,183.714
355,609,6371,57.169
355,550,5789,45.698
355,521,5391,40.882
355,531,5325,38.152
355,569,5541,38.063
355,614,6026,40.79
355,645,6420,56.005
355,650,6546,47.077
355,636,6405,52.019
355,620,6197,124.609
355,614,6063,47.411
355,626,6252,43.988
355,660,6686,55.391
355,707,7225,49.188
355,749,7628,53.583
355,772,7793,57.042
355,769,7725,58.719
355,743,7545,57.186
355,715,7385,55.096
355,717,7409,127.968
355,769,7775,59.786
355,871,8409,58.487
355,1012,9236,119.269
355,1172,10063,71.267
355,1318,10719,78.169
355,1421,11054,83.057
355,1470,11157,85.522
355,1469,11178,86.389
355,1433,11133,86.547
355,1390,11095,86.042
355,1363,11036,95.722
355,1357,10967,85.101
355,1365,10788,84.853
355,1379,10641,84.228
355,1391,10498,88.018
355,1399,10397,91.572
355,1412,10425,81.473
355,1443,10698,83.379
355,1497,11086,83.317
355,1569,11409,86.035
355,1648,11613,88.795
355,1721,11718,92.207
355,1780,11753,92.169
355,1828,11841,92.823
355,1874,12120,94.291
355,1922,12393,94.748
355,1969,12704,171.526
355,2009,13000,99.119
355,2035,13356,99.983
355,2049,13631,101.338
355,2073,13952,102.461
355,2133,14487,103.25
355,2236,15316,107.164
355,2367,16367,112.778
355,2497,17417,120.394
355,2588,18240,127.811
355,2616,18513,156.271
355,2587,18381,134.135
355,2527,17921,131.935
355,2461,17428,211.597
355,2412,16982,124.234
355,2397,17035,122.626
355,2416,17478,125.757
355,2453,18083,125.622
355,2493,18513,128.773
355,2525,18807,149.68
355,2537,18910,153.242
355,2526,19013,142.814
355,2508,19258,133.38
355,2502,19753,133.001
355,2513,20381,213.48
355,2540,20922,139.249
355,2580,21251,197.24
355,2618,21422,144.173
355,2638,21495,144.859
355,2642,21504,145.909
355,2639,21506,144.705
355,2631,21440,143.593
355,2623,21397,142.415
355,2623,21422,144.007
355,2624,21487,146.582
355,2606,21370,142.3
355,2559,21053,140.486
355,2489,20607,139.232
355,2409,20062,134.338
355,2337,19586,167.767
355,2292,19219,127.326
355,2274,19041,124.607
355,2261,18817,122.942
355,2234,18442,120.673
355,2193,17909,117.258
355,2145,17337,112.305
355,2097,16665,108.527
355,2061,16083,2522.56
355,2044,15844,104.705
355,2034,15834,96.569
355,2015,15683,96.127
355,1985,15331,103.776
355,1943,14799,92.336
355,1882,14088,106.509
355,1809,13337,83.857
355,1744,12752,78.235
355,1695,12484,74.745
355,1658,12281,71.933
355,1630,12074,148.994
355,1601,11742,69.872
355,1553,11361,67.225
355,1483,10868,65.559
355,1408,10286,61.848
355,1341,9676,58.255
355,1282,9131,54.322
355,1232,8716,50.24
355,1193,8487,47.401
355,1155,8319,45.938
355,1105,8057,46.355
355,1045,7703,43.004
355,985,7333,76.595
355,929,7032,48.145
355,882,6841,36.199
355,854,6833,34.241
355,843,6876,33.789
355,831,6794,34.32
355,806,6547,33.783
355,769,6264,32.071
355,719,5895,30.529
355,657,5383,28.158
355,599,4943,25.628
355,558,4709,22.971
355,526,4517,21.403
355,493,4205,20.126
355,461,3886,18.544
355,429,3631,17.31
355,391,3328,16.048
355,352,2920,14.939
355,324,2594,13.429
355,309,2417,11.756
355,300,2323,10.889
355,291,2207,10.347
355,276,2044,9.747
355,248,1844,8.912
355,209,1581,8.037
355,172,1283,7.034
355,146,992,5.461
355,129,828,4.295
355,119,774,3.67
355,118,821,3.507
355,122,882,3.751
355,121,875,4.202
355,111,791,4.158
355,95,639,3.666
355,75,496,2.9
355,55,388,2.196
355,45,368,1.79
355,49,387,1.699
42,2,53,0.497
42,5,115,0.376
42,6,122,0.937
42,9,194,0.956
42,10,268,1.556
42,13,313,2.327
42,6,162,2.023
42,8,203,0.921
42,6,146,1.13
42,8,180,0.847
42,6,148,0.941
42,8,168,0.756
42,3,82,0.983
42,0,0,0.414
43,0,0,0.399
58,0,0,0.175
59,1,9,0.16
59,2,14,0.137
59,1,9,0.251
59,1,9,0.109
59,0,0,0.12
6,2,48,0.194
6,2,49,0.221
6,2,48,0.229
60,1,4,0.117
61,4,7,0.103
61,6,14,0.291
61,4,11,0.502
61,11,23,0.46
61,17,35,1.078
61,31,66,1.78
61,55,106,4.257
61,58,124,14.623
61,59,117,11.964
66,2,8,0.322
66,4,14,0.465
66,3,11,1.113
66,4,14,0.714
66,2,7,0.89
66,2,6,0.53
67,0,0,0.211
7,2,43,0.194
7,2,57,0.177
7,2,38,0.927
7,0,0,0.234
88,21,222,0.243
88,197,773,1.734
88,1101,1868,9.128
88,4106,3512,43.189
88,10814,5472,161.981
88,20722,7308,194.997
89,21,270,0.258
89,197,1120,2.164
89,1101,3174,15.628
89,4106,6727,47.606
89,10814,11199,175.033
89,20722,15148,293.449
89,29282,16997,494.234
89,30541,15848,644.792
89,23241,12022,670.189
89,12553,7111,462.144
89,4561,3067,243.621
89,1000,859,85.559
89,100,119,19.199
89,0,0,1.906
92,29,221,0.177
92,358,1019,1.971
92,2478,3059,10.295
92,10680,6642,79.519
92,30132,11193,179.564
92,56930,15192,397.334
92,72262,16783,846.32
93,25,199,0.16
93,268,754,1.332
93,1670,1903,7.095
93,6956,3632,30.048
93,20900,5579,110.049
93,46642,7162,247.725
93,76774,7968,469.041
93,90571,7866,715.24
93,73395,6750,786.935
93,38370,4662,614.547
93,11556,2232,323.487
93,1512,538,95.951
93,0,0,12.197
