instance_no,card,size,time
258,49,642,5.355
258,34,460,3.92
258,24,341,2.794
258,18,261,2.09
258,14,210,1.549
258,11,165,1.179
258,9,143,0.963
258,8,124,0.756
258,6,105,0.614
258,4,79,0.473
258,2,49,0.328
258,1,32,0.164
258,1,32,0.101
258,1,32,0.12
258,1,32,0.115
258,1,32,0.109
258,2,57,0.128
258,2,63,0.244
258,4,84,0.278
258,8,120,0.463
258,13,203,0.696
258,23,366,1.153
258,40,593,2.024
258,66,911,3.564
258,111,1345,5.792
258,182,1918,9.119
258,273,2601,13.937
258,366,3262,19.678
258,428,3737,25.715
258,423,3866,30.025
258,348,3526,40.374
258,243,2819,27.919
258,156,2072,21.404
258,111,1608,15.008
258,102,1403,11.291
258,112,1378,10.16
258,133,1532,10.408
258,160,1752,11.869
258,185,1874,13.806
258,202,1915,14.856
258,204,1937,15.144
258,184,1871,14.915
258,147,1626,13.825
258,106,1295,11.593
258,69,979,8.748
258,41,672,5.991
258,24,428,3.881
258,16,321,2.303
258,15,312,1.68
258,17,355,1.646
258,21,445,1.931
258,32,601,2.511
258,52,840,13.099
258,81,1165,5.4
258,122,1559,7.928
258,167,2002,10.998
258,200,2387,14.526
258,215,2584,17.328
258,208,2571,19.083
258,179,2361,19.103
258,142,1961,17.138
258,110,1578,13.944
258,85,1308,11.038
258,67,1108,8.804
258,57,967,7.325
258,57,929,6.295
258,66,986,6.122
258,76,1027,6.71
258,83,1073,7.176
258,85,1115,7.567
258,77,1051,7.652
258,61,866,6.895
258,44,649,5.43
258,30,447,4.002
258,21,297,22.031
258,17,238,1.883
258,14,208,1.369
258,10,168,1.121
258,6,110,0.84
258,3,67,0.506
258,2,58,0.272
258,2,54,0.222
258,2,50,0.229
258,2,57,0.209
258,3,80,0.23
258,4,111,0.351
258,6,135,0.494
258,12,177,0.725
258,21,287,1.131
258,36,469,1.822
258,62,712,2.969
258,97,982,4.588
258,136,1240,6.67
258,169,1471,8.815
258,177,1599,10.528
258,151,1493,11.001
258,106,1167,9.795
258,65,832,7.193
258,41,610,4.725
258,34,506,3.277
258,37,489,3.061
258,46,592,3.293
258,59,732,3.972
258,70,765,4.801
258,76,732,5.13
258,77,702,4.956
258,70,645,4.674
258,57,555,4.132
258,43,457,8.072
258,29,366,2.573
258,17,249,1.707
258,9,150,1.031
258,5,110,0.593
258,4,99,0.4
258,4,87,0.333
258,4,91,0.327
258,5,122,0.358
258,7,169,0.477
258,10,217,0.71
258,18,273,1.037
258,32,392,1.608
258,49,585,2.536
258,66,770,3.82
258,74,884,4.973
258,65,835,5.679
258,45,631,5.026
258,26,421,3.439
258,14,283,2.034
258,9,186,1.157
258,8,150,0.806
258,9,187,0.813
258,12,233,0.963
258,16,246,1.209
258,21,258,1.37
258,26,295,1.603
274,2,14,0.065
274,7,36,0.116
274,15,68,0.359
274,28,127,0.751
274,66,255,1.504
274,122,439,3.815
274,188,679,6.765
274,279,954,12.014
274,404,1304,21.119
275,3,20,0.058
275,8,37,0.147
275,16,74,0.298
275,34,146,0.657
275,62,242,1.699
275,106,413,2.95
275,186,682,5.443
275,311,1016,13.124
275,404,1277,19.977
275,514,1604,34.594
275,547,1625,42.343
275,474,1392,61.484
276,4,16,0.066
276,13,46,0.158
276,25,107,0.541
276,50,186,1.345
276,72,289,2.562
276,137,473,4.614
276,185,666,9.7
276,292,986,13.73
276,406,1289,18.174
276,493,1502,26.478
276,536,1578,54.258
276,443,1324,54.664
276,266,906,101.298
276,122,485,21.551
276,30,143,7.57
276,5,32,1.58
276,0,0,0.27
277,3,15,0.049
277,6,28,0.149
277,13,58,0.207
277,24,101,0.5
277,48,177,1.024
277,85,313,2.059
277,147,514,4.018
277,216,765,48.175
277,330,1068,12.65
277,443,1398,25.019
277,556,1645,36.674
277,509,1573,52.09
277,415,1296,48.422
278,2,17,0.181
278,8,41,0.248
278,20,83,0.82
278,50,189,2.001
278,87,340,40.89
278,170,683,9.51
278,324,1228,19.52
278,556,2144,54.353
278,989,3764,67.184
278,1763,6423,140.694
278,3105,10569,241.412
279,3,22,0.152
279,11,66,0.275
279,21,112,0.986
279,42,225,1.84
279,60,334,4.019
279,122,631,6.37
279,230,1122,13.752
279,466,2136,26.683
279,886,3756,57.88
279,1606,6476,109.136
279,2815,10432,372.05
279,4720,16092,372.446
279,7141,22525,647.839
279,9436,27955,1177.1
280,2,11,0.149
280,9,45,0.155
280,19,98,0.822
280,45,193,1.97
280,94,396,4.548
280,172,752,9.738
280,299,1291,19.271
280,550,2309,33.729
280,967,3912,64.113
280,1707,6484,117.873
280,2917,10420,214.983
280,4753,16107,988.209
280,7134,22851,641.013
280,9330,28409,1162.18
280,10452,30635,1943.88
280,9265,27160,2551.35
281,1,9,0.128
281,2,15,0.083
281,4,20,0.169
281,10,60,0.297
281,25,122,0.939
281,48,230,2.078
281,100,468,4.285
281,203,923,9.62
281,370,1585,29.992
281,692,2871,38.536
281,1303,5070,111.197
281,2265,8310,170.453
281,3745,13228,429.406
281,5882,19137,494.981
281,8465,25657,1014.88
3,1,44,0.341
3,0,0,0.17
30,2,49,0.128
30,2,50,0.197
30,2,50,0.192
30,2,49,0.178
31,2,45,0.128
31,2,48,0.177
322,1,2,0.006
322,1,2,0.004
322,1,2,0.004
322,1,2,0.004
322,1,2,0.003
322,1,2,0.004
322,1,2,0.005
322,1,2,0.004
322,1,2,0.004
322,1,2,0.004
322,1,2,0.004
323,2,7,0.01
323,3,10,0.045
323,3,10,0.027
323,3,11,0.026
323,4,15,0.032
323,4,14,0.032
323,4,13,0.033
323,4,15,0.053
323,4,15,0.034
323,4,15,0.031
323,4,12,0.031
323,3,12,0.028
323,2,8,0.036
323,2,7,0.029
323,2,7,0.014
323,1,4,0.014
323,1,4,0.007
323,1,4,0.007
323,1,4,0.007
323,2,7,0.019
323,2,7,0.012
323,2,8,0.015
323,2,8,0.353
323,2,7,0.018
323,2,7,0.036
323,2,8,0.014
323,2,8,0.017
323,2,7,0.019
323,2,8,0.018
323,2,8,0.016
323,1,4,0.033
323,1,4,0.009
323,1,4,0.009
324,3,15,0.026
324,6,26,0.065
324,8,36,0.091
324,9,38,0.204
324,12,52,0.121
324,15,54,0.187
324,16,66,0.237
324,16,64,0.223
324,17,67,0.201
324,18,67,0.291
324,18,71,0.342
324,17,70,0.244
324,15,60,1.48
324,13,50,0.339
324,12,48,0.226
324,10,38,0.375
324,7,31,0.174
324,6,25,0.24
324,6,24,0.071
324,6,21,0.079
324,6,27,0.082
324,6,27,0.085
324,6,23,0.08
324,7,26,0.092
324,8,34,0.109
324,8,34,0.246
324,8,32,0.114
324,8,35,0.11
324,8,34,0.143
324,8,31,0.107
324,7,27,0.112
324,6,28,0.099
324,6,28,0.081
324,5,21,0.081
324,3,14,0.084
324,2,10,0.044
324,2,9,0.03
324,1,6,0.029
324,1,6,0.018
324,1,6,0.016
324,1,6,0.014
324,2,11,0.012
324,2,11,0.097
324,3,13,0.057
324,4,19,0.035
324,4,19,0.043
324,4,20,0.039
324,4,18,0.039
324,4,19,0.04
324,4,18,0.043
324,4,18,0.041
324,4,18,0.103
324,4,19,0.04
324,4,19,0.04
324,3,13,0.041
324,2,10,0.03
324,2,9,0.019
324,2,10,0.016
324,3,12,0.018
324,4,16,0.029
324,4,17,0.036
324,4,16,0.035
324,4,17,0.035
324,4,14,0.037
324,4,15,0.035
324,4,14,0.034
324,4,16,0.031
324,4,15,0.028
324,4,15,0.098
324,3,11,0.035
324,2,10,0.027
324,2,12,0.024
324,2,10,0.028
324,3,13,0.026
324,4,16,0.036
324,5,20,0.041
324,6,27,0.053
325,4,23,0.05
325,10,49,0.079
325,17,79,0.182
325,23,108,0.628
325,31,147,0.595
325,42,177,0.573
325,52,218,1.025
325,57,235,0.997
325,62,264,1.07
325,70,279,1.181
325,75,292,1.411
325,75,292,1.416
325,73,295,2.069
325,70,277,2.635
325,66,250,1.846
325,61,236,1.753
325,53,224,2.224
325,44,181,1.039
325,39,157,0.842
325,36,154,1.006
325,31,143,0.813
325,28,130,0.587
325,28,127,0.505
325,29,145,0.662
325,31,147,0.525
325,32,147,0.554
325,32,148,0.683
325,33,153,0.854
325,35,163,0.585
325,36,160,0.962
325,35,156,0.621
325,33,155,0.874
325,31,143,0.559
325,29,130,0.546
325,25,117,0.497
325,19,94,0.413
325,16,77,0.303
325,14,68,0.337
325,10,52,0.239
325,7,37,0.183
325,6,29,0.118
325,6,33,0.097
325,6,36,0.107
325,7,41,0.265
325,9,43,0.128
325,11,49,0.144
325,12,53,0.176
325,13,57,0.193
325,15,63,0.204
325,16,67,7.328
325,16,69,0.342
325,16,73,0.314
325,16,71,0.313
325,16,69,0.296
325,15,69,0.283
325,13,65,0.269
325,12,57,0.254
325,12,57,0.228
325,12,62,0.243
325,12,63,0.268
325,12,59,0.273
325,12,56,0.259
325,13,67,0.236
325,15,69,0.282
325,16,68,0.328
325,16,70,0.321
325,16,72,0.321
325,16,68,0.344
325,16,65,0.543
325,15,67,0.34
325,13,64,0.306
325,12,58,0.266
325,12,57,0.249
325,12,59,0.243
325,12,55,0.586
325,13,61,0.23
325,15,66,0.246
325,17,69,0.302
325,19,75,0.318
325,21,82,0.356
325,23,90,0.395
325,24,96,0.444
325,25,102,0.452
325,26,111,0.521
325,26,108,0.506
325,25,111,0.522
325,24,104,0.6
325,25,110,0.502
325,26,117,0.52
325,25,104,0.558
325,23,101,0.516
325,22,102,0.47
325,22,98,0.471
325,22,90,1.529
325,21,84,0.48
325,20,89,0.418
325,19,92,0.39
325,17,79,0.363
325,15,70,0.608
325,12,58,0.293
325,9,44,0.215
325,8,38,0.31
325,7,36,0.131
325,5,30,0.118
325,4,24,0.106
325,4,25,0.093
325,5,30,0.093
325,7,35,0.108
325,8,40,0.146
325,8,38,0.134
325,8,40,0.143
325,8,34,0.234
325,8,34,0.147
325,8,36,0.147
325,8,36,0.148
325,8,34,0.149
325,8,34,0.148
325,7,33,0.137
325,5,29,0.113
325,4,27,0.099
325,3,20,0.09
325,2,13,0.06
325,2,14,0.044
325,2,12,0.053
325,3,19,0.048
325,4,24,0.066
325,5,26,0.076
325,7,33,0.094
325,8,34,0.114
325,8,33,0.126
325,8,37,0.13
325,8,34,0.135
325,8,32,0.128
325,8,34,0.134
325,8,36,0.131
325,8,37,0.133
325,8,37,0.132
325,7,36,0.125
325,5,31,0.116
325,4,22,0.098
325,4,23,0.083
325,5,27,0.087
325,7,34,0.105
325,8,37,0.128
325,8,38,0.132
325,8,42,0.418
325,8,36,0.17
325,8,33,0.16
325,8,38,0.153
325,8,38,0.494
325,8,34,0.163
325,8,34,0.165
325,7,34,0.157
325,5,28,0.776
325,4,22,0.096
325,4,22,0.071
325,5,24,0.079
325,7,33,0.093
325,9,39,0.127
325,11,47,0.476
325,13,58,0.218
325,16,65,0.248
325,20,77,0.303
325,24,93,0.369
325,27,109,0.595
326,5,30,0.066
326,15,68,0.21
326,31,128,0.491
326,50,215,1.203
326,73,311,2.505
326,104,418,2.464
326,142,547,3.398
326,176,674,4.549
326,204,781,6.509
326,237,890,9.684
326,272,999,8.265
326,294,1065,10.675
326,303,1092,11.81
326,310,1109,10.389
326,313,1109,9.169
326,305,1057,9.615
326,287,982,8.968
326,262,912,7.696
326,236,820,7.15
326,215,711,11.207
326,193,642,6.058
326,168,598,5.11
326,151,537,4.689
326,144,488,4.535
326,139,482,5.503
326,135,489,3.989
326,135,497,7.725
326,138,521,6.461
326,144,542,4.371
326,150,550,4.588
326,151,571,4.675
326,149,593,6.707
326,147,586,6.936
326,144,547,4.943
326,137,525,8.59
326,123,488,4.691
326,107,419,41.007
326,95,358,6.212
326,82,316,5.596
326,64,262,5.331
326,50,202,2.448
326,44,171,1.872
326,38,159,1.597
326,33,140,4.509
326,33,138,1.25
326,37,148,1.252
326,42,164,1.342
326,46,186,1.402
326,52,203,1.518
326,59,213,1.754
326,63,219,1.827
326,65,236,2.305
326,68,243,1.901
326,71,236,2.033
326,71,225,1.959
326,68,228,2.788
326,64,225,1.748
326,61,205,1.628
326,59,186,1.566
326,56,181,1.478
326,54,184,1.433
326,55,187,1.436
326,57,194,3.449
326,60,194,1.641
326,63,192,1.655
326,64,202,1.726
326,65,215,1.758
326,68,224,1.838
326,71,223,1.875
326,71,219,1.943
326,68,215,1.974
326,64,210,2.361
326,61,196,1.772
326,59,186,1.751
326,56,187,1.764
326,55,193,1.668
326,59,214,1.66
326,65,243,1.908
326,71,273,2.223
326,77,293,2.437
326,84,318,2.578
326,91,347,2.794
326,97,365,3.094
326,103,386,5.368
326,108,410,3.378
326,110,429,3.44
326,109,432,3.505
326,108,422,3.441
326,108,416,4.261
326,105,416,7.481
326,98,397,9.166
326,94,372,3.108
326,95,359,2.98
326,95,353,4.963
326,91,332,3.116
326,86,311,3.911
326,83,298,2.7
326,80,268,2.56
326,75,241,2.252
326,68,221,2.009
326,60,205,5.808
326,53,169,1.62
326,47,132,5.29
326,39,118,1.092
326,30,120,0.908
326,25,112,0.975
326,24,95,1.732
326,24,86,0.688
326,24,90,0.64
326,24,104,1.547
326,25,117,0.729
326,28,116,0.774
326,31,109,2.323
326,32,118,0.837
326,32,128,0.873
326,32,126,0.908
326,32,118,1.024
326,31,116,0.94
326,28,111,0.925
326,25,104,0.814
326,23,93,0.719
326,20,82,0.676
326,16,69,0.613
326,13,58,0.531
326,12,57,0.46
326,12,59,0.434
326,13,64,0.477
326,16,76,0.523
326,20,93,0.678
326,23,101,0.907
326,25,110,0.99
326,28,120,1.032
326,31,120,1.146
326,32,121,1.171
326,32,134,5.134
326,32,136,1.118
326,32,128,1.156
326,31,122,1.128
326,28,121,1.001
326,25,119,0.907
326,24,111,0.852
326,24,101,0.824
326,24,93,1.029
326,24,94,0.749
326,24,102,0.717
326,25,107,1.621
326,28,109,0.891
326,31,105,0.9
326,32,111,0.877
326,32,119,0.972
326,32,116,1.04
326,32,106,1.003
326,31,102,1.005
326,28,102,1.05
326,25,102,1.336
326,24,97,0.856
326,24,89,0.847
326,24,90,0.883
326,25,107,0.903
326,28,129,0.977
326,33,151,1.104
326,41,186,1.345
326,52,228,1.685
326,64,273,1.986
326,75,322,2.311
326,86,359,2.699
326,99,391,3.056
326,110,427,3.447
326,115,448,3.646
326,117,455,3.738
326,120,459,3.812
326,121,459,4.685
326,118,448,5.586
326,113,430,3.459
326,108,422,3.757
326,107,404,7.897
326,108,398,3.267
326,108,408,3.317
326,108,432,3.446
326,109,447,3.567
326,113,473,3.691
326,119,500,4.11
326,122,509,4.432
326,122,512,4.525
326,124,525,4.556
326,127,523,6.638
326,126,506,4.592
326,122,503,8.451
326,116,485,4.315
326,108,454,4.189
326,102,435,3.751
326,94,413,3.464
326,83,370,3.255
326,77,337,2.879
326,74,325,3.109
326,68,309,6.685
326,61,280,2.473
326,56,265,2.141
326,52,250,1.974
326,49,231,1.893
326,48,222,1.758
326,46,212,3.451
326,43,206,1.624
326,41,193,1.601
326,38,168,1.613
326,35,158,1.548
326,31,147,1.417
326,26,125,1.222
326,23,105,0.95
326,19,91,0.863
326,13,65,0.772
326,9,46,0.577
326,7,38,0.411
326,5,33,0.301
326,4,30,0.215
326,4,30,0.173
326,5,31,0.183
326,7,37,0.206
326,9,43,0.281
326,12,58,0.356
326,15,72,0.472
326,16,75,0.516
326,16,77,0.493
326,16,72,0.488
326,16,66,0.515
326,16,65,0.521
326,16,72,0.526
326,16,80,0.496
326,16,79,0.493
326,15,73,0.449
326,12,66,0.372
326,9,59,0.303
326,8,54,0.262
326,9,57,0.264
326,12,63,0.325
326,15,70,0.378
326,16,76,0.429
326,16,77,0.515
326,16,68,0.573
326,16,59,0.552
326,16,61,0.638
326,16,63,0.517
326,16,67,0.493
326,16,67,0.751
326,15,62,0.549
326,12,56,0.549
326,9,47,0.462
326,8,44,0.376
326,9,45,0.328
326,12,63,0.377
326,16,86,0.514
326,20,101,0.686
326,23,115,0.794
326,25,119,0.89
326,27,125,0.946
326,29,138,1.969
326,32,163,1.613
326,36,193,1.337
326,41,213,1.524
326,47,230,1.675
326,50,237,1.807
326,48,226,1.857
326,45,205,1.746
326,44,196,1.591
326,44,186,1.581
326,43,170,1.564
326,41,160,1.391
326,39,155,1.236
326,36,144,1.141
326,32,131,0.979
326,27,117,0.851
326,21,97,0.746
326,17,75,0.595
326,15,61,0.454
326,12,58,0.338
326,9,54,0.283
326,8,47,0.269
326,9,50,0.263
326,12,56,0.297
326,15,63,0.349
326,16,71,0.379
326,16,75,0.442
326,16,71,0.491
326,16,63,0.476
326,16,62,0.447
326,16,65,0.438
326,16,66,0.434
326,16,67,0.418
326,15,67,0.466
326,12,54,0.481
326,9,39,4.859
326,7,29,0.341
326,5,25,0.226
326,4,25,0.167
326,4,28,0.168
326,5,29,0.178
326,7,33,0.242
326,9,41,0.303
326,12,59,0.385
326,15,74,0.559
326,16,73,0.682
326,16,71,0.642
326,16,75,0.617
326,16,73,0.647
326,16,71,0.607
326,16,76,0.57
326,16,78,0.587
326,16,77,0.607
326,15,73,0.544
326,12,66,0.423
326,9,58,0.329
326,8,53,0.319
326,9,57,0.34
326,12,62,0.378
326,15,67,0.435
326,16,71,0.459
326,16,74,0.522
326,16,74,0.593
326,16,68,0.6
326,16,64,0.558
326,16,60,0.529
326,16,60,0.507
326,16,62,0.748
326,15,60,2.608
326,12,54,0.631
326,9,43,0.502
326,8,41,0.347
326,9,43,0.299
326,12,58,0.347
326,16,83,0.506
326,20,100,0.686
326,24,124,3.039
326,29,150,1.003
326,36,174,1.197
326,44,206,5.87
326,51,242,1.717
326,58,273,2.084
326,68,313,6.55
326,79,360,2.72
326,88,402,3.062
326,95,435,3.438
327,6,41,0.115
327,21,103,0.365
327,51,214,1.015
327,96,363,2.706
327,156,570,4.408
327,237,807,6.33
327,346,1133,9.089
327,472,1513,13.005
327,597,1925,19.856
327,727,2311,22.236
327,874,2759,26.98
327,1016,3242,32.643
327,1122,3639,41.492
327,1204,3900,43.375
327,1280,4157,48.803
327,1327,4398,200.731
327,1325,4445,96.002
327,1289,4349,61.684
327,1235,4225,91.333
327,1166,4082,65.197
327,1083,3851,59.026
327,985,3575,53.894
327,884,3321,40.961
327,805,3095,41.558
327,747,2888,33.787
327,692,2711,41.012
327,649,2607,29.519
327,631,2525,28.833
327,629,2454,26.767
327,633,2459,30.851
327,639,2510,27.003
327,644,2535,29.467
327,649,2539,27.965
327,653,2559,27.628
327,646,2566,34.816
327,620,2497,37.1
327,580,2346,26.224
327,537,2204,24.32
327,493,2085,40.489
327,436,1884,37.738
327,368,1611,18.277
327,313,1426,14.877
327,272,1298,13.771
327,229,1138,11.035
327,192,999,9.504
327,177,940,8.506
327,177,938,8.159
327,179,935,8.39
327,187,951,13.293
327,206,1015,9.225
327,229,1137,10.044
327,247,1229,13.476
327,263,1259,12.497
327,282,1317,13.029
327,296,1405,13.811
327,299,1447,31.983
327,296,1429,15.615
327,292,1406,15.031
327,287,1390,14.765
327,278,1352,14.508
327,266,1310,14.188
327,258,1306,13.415
327,256,1305,13.124
327,256,1273,17.424
327,258,1268,48.208
327,264,1325,13.237
327,272,1381,13.402
327,282,1412,13.765
327,294,1467,13.927
327,301,1522,14.411
327,300,1532,49.051
327,296,1523,15.099
327,292,1528,14.912
327,287,1530,16.563
327,278,1471,13.961
327,267,1378,13.426
327,263,1344,21.74
327,269,1338,29.803
327,279,1280,12.615
327,291,1218,16.983
327,311,1272,12.445
327,339,1352,31.71
327,368,1359,14.254
327,395,1401,14.805
327,421,1502,25.127
327,444,1583,19.612
327,459,1624,18.448
327,468,1663,18.783
327,476,1737,19.42
327,480,1773,20.04
327,473,1796,20.368
327,460,1800,20.742
327,453,1837,56.275
327,448,1858,20.469
327,433,1859,20.336
327,413,1839,24.796
327,401,1818,37.792
327,394,1807,19.776
327,380,1770,19.358
327,356,1675,37.384
327,329,1580,17.942
327,303,1500,16.625
327,276,1389,15.511
327,246,1243,18.805
327,212,1098,12.744
327,180,987,11.044
327,158,900,9.495
327,142,809,27.271
327,126,728,7.836
327,115,684,7.045
327,113,674,7.801
327,117,672,6.491
327,123,672,6.488
327,127,675,6.691
327,129,677,6.847
327,133,692,6.97
327,139,725,7.016
327,142,752,7.16
327,139,736,7.291
327,132,697,7.082
327,124,670,6.741
327,115,638,6.262
327,102,575,5.778
327,87,511,5.164
327,77,477,4.452
327,71,455,8.165
327,66,426,3.596
327,65,420,3.318
327,70,430,3.264
327,79,452,3.436
327,88,468,3.679
327,98,473,3.82
327,111,511,4.599
327,122,559,4.434
327,128,576,5.866
327,133,584,5.083
327,139,599,5.26
327,142,602,15.259
327,139,576,5.809
327,132,546,5.534
327,125,538,5.209
327,120,534,5.006
327,115,515,4.899
327,110,506,4.846
327,109,512,4.751
327,112,527,4.779
327,117,544,4.883
327,123,579,4.927
327,127,618,5.085
327,129,620,5.248
327,133,623,5.251
327,139,659,5.27
327,142,699,5.425
327,139,687,6.242
327,132,633,5.359
327,125,601,4.969
327,120,588,4.675
327,115,553,4.51
327,111,512,4.37
327,114,518,40.749
327,125,559,4.802
327,142,600,5.334
327,166,673,6.16
327,198,798,7.261
327,236,935,8.787
327,279,1097,10.687
327,329,1277,12.662
327,382,1478,14.851
327,427,1654,17.311
327,459,1813,19.6
327,486,1945,21.318
327,510,2077,22.785
327,520,2143,23.904
327,515,2173,24.594
327,506,2162,24.561
327,499,2168,24.103
327,491,2134,23.83
327,479,2100,24.833
327,464,2057,319.475
327,453,2025,42.097
327,454,2001,22.819
327,463,1994,22.586
327,471,2042,22.997
327,477,2084,23.385
327,487,2082,23.942
327,504,2138,24.528
327,517,2214,25.494
327,516,2219,31.06
327,508,2182,26.761
327,499,2172,40.004
327,487,2144,26.446
327,468,2075,25.266
327,439,1977,24.523
327,407,1890,25.541
327,381,1814,21.551
327,355,1702,28.662
327,320,1546,37.63
327,286,1413,52.511
327,264,1339,15.353
327,246,1255,13.595
327,227,1146,12.427
327,211,1069,11.5
327,197,991,10.593
327,185,899,9.812
327,176,834,9.299
327,167,793,8.493
327,155,728,7.893
327,141,644,9.4
327,128,599,6.388
327,115,560,5.758
327,98,479,4.962
327,79,390,4.217
327,65,333,3.437
327,54,283,2.848
327,41,221,3.136
327,30,177,1.734
327,25,163,1.302
327,24,159,1.189
327,25,167,1.216
327,29,184,1.401
327,36,209,1.609
327,43,244,1.964
327,48,260,2.282
327,53,271,2.559
327,59,294,2.758
327,63,310,12.059
327,64,296,3.107
327,64,291,3.178
327,64,313,3.218
327,63,323,3.327
327,59,303,3.383
327,53,282,3.156
327,49,276,2.851
327,48,282,2.729
327,48,288,2.817
327,48,290,2.894
327,48,291,2.885
327,49,287,2.846
327,53,306,2.786
327,59,344,2.863
327,63,371,3.104
327,64,363,3.279
327,64,339,3.248
327,64,339,3.133
327,63,346,3.048
327,59,323,2.994
327,53,293,2.864
327,49,288,2.604
327,48,291,2.39
327,48,280,2.44
327,49,270,2.452
327,53,280,2.456
327,60,289,2.702
327,69,311,2.962
327,80,353,3.301
327,92,394,3.75
327,104,423,4.288
327,116,466,4.796
327,129,534,5.389
327,144,591,6.11
327,158,635,6.843
327,166,673,9.643
327,170,696,16.819
327,177,735,7.931
327,185,788,8.173
327,185,817,8.478
327,177,781,8.443
327,169,751,8.061
327,163,757,7.682
327,155,755,43.605
327,143,711,7.28
327,128,646,6.739
327,113,599,42.239
327,100,559,5.417
327,86,495,4.784
327,69,414,4.118
327,55,350,3.341
327,49,315,2.786
327,48,301,2.502
327,48,302,2.404
327,48,307,2.568
327,49,302,2.66
327,53,310,2.643
327,59,342,2.774
327,63,360,3.056
327,64,342,3.23
327,64,320,3.223
327,64,322,3.182
327,63,328,3.136
327,59,312,3.119
327,53,294,2.993
327,48,285,2.752
327,43,269,2.381
327,36,238,2.03
327,29,206,1.696
327,25,185,1.477
327,24,171,1.381
327,25,163,1.341
327,29,167,1.348
327,36,187,1.441
327,43,216,1.604
327,48,231,1.849
327,53,237,2.008
327,59,256,2.151
327,63,275,2.271
327,64,266,2.391
327,64,260,2.428
327,64,278,2.453
327,63,285,2.554
327,59,265,2.525
327,53,246,2.279
327,49,244,2.016
327,48,243,1.966
327,48,236,1.973
327,48,233,1.94
327,48,240,1.946
327,49,245,1.997
327,53,258,2.005
327,59,281,2.162
327,63,306,2.461
327,64,308,2.509
327,64,291,2.474
327,64,292,2.423
327,63,307,2.356
327,59,289,2.304
327,53,247,2.174
327,49,232,1.849
327,48,232,1.751
327,48,216,1.767
327,49,202,1.713
327,53,212,1.757
327,61,230,2.006
327,74,261,2.418
327,93,308,2.879
327,116,382,3.497
327,139,452,4.375
327,162,537,5.308
327,191,652,6.288
327,227,777,9.739
327,262,892,8.953
327,292,1020,10.354
327,324,1155,11.746
327,364,1284,12.938
327,404,1395,14.421
327,433,1491,15.751
327,454,1564,16.769
327,478,1632,17.616
327,502,1703,18.713
327,515,1750,19.604
327,519,1793,29.031
327,521,1813,21.233
327,524,1841,21.48
327,529,1878,21.741
327,535,1896,40.684
327,539,1944,24.845
327,544,1982,29.783
327,557,2026,24.016
327,575,2087,62.135
327,589,2143,26.02
327,597,2177,35.02
327,606,2223,27.025
327,620,2270,27.709
327,628,2306,65.917
327,619,2293,38.906
327,601,2245,29.076
327,581,2191,28.142
327,554,2133,26.823
327,518,2037,25.848
327,475,1873,46.432
327,431,1737,21.818
327,394,1626,19.571
327,360,1488,17.923
327,323,1359,16.317
327,293,1264,15.03
327,275,1196,21.897
327,260,1128,12.917
327,246,1058,30.736
327,234,1028,11.797
327,223,990,19.818
327,217,958,10.748
327,216,964,10.408
327,216,968,11.598
327,215,961,10.317
327,211,930,10.15
327,204,904,9.881
327,198,909,9.528
327,189,877,45.294
327,174,824,9.072
327,164,765,8.343
327,157,734,7.914
327,147,725,7.678
327,139,733,7.545
327,133,716,7.545
327,129,702,7.246
327,128,703,7.08
327,129,703,7.093
327,133,715,6.993
327,139,738,7.226
327,144,765,7.59
327,150,797,7.835
327,160,851,25.285
327,169,897,8.935
327,173,896,9.313
327,175,877,9.423
327,175,880,9.332
327,173,893,9.137
327,169,894,9.058
327,161,861,8.99
327,154,824,8.603
327,151,819,10.53
327,148,802,8.064
327,145,765,7.662
327,145,747,7.376
327,150,753,7.363
327,161,771,7.627
327,176,803,45.701
327,190,846,8.779
327,201,854,8.896
327,210,836,18.236
327,215,838,9.466
327,217,859,44.983
327,216,876,9.531
327,209,846,9.406
327,200,827,9.001
327,192,825,8.736
327,182,793,8.228
327,168,716,7.609
327,154,642,6.884
327,144,610,6.317
327,136,568,5.908
327,130,541,5.6
327,128,527,5.573
327,127,520,5.477
327,125,509,5.435
327,122,504,5.321
327,117,496,5.145
327,111,482,5.048
327,104,459,4.725
327,99,453,4.431
327,100,458,13.34
327,102,458,4.568
327,99,435,4.536
327,93,418,4.377
327,89,417,4.179
327,88,416,4.173
327,87,413,4.21
327,84,385,12.933
327,80,354,4.107
327,75,347,3.84
327,68,332,3.509
327,59,284,7.493
327,48,239,2.86
327,38,219,2.369
327,32,199,2.007
327,27,166,1.803
327,21,127,1.52
327,17,99,1.217
327,17,104,0.974
327,21,128,1.008
327,27,157,1.281
327,31,174,1.631
327,32,165,1.802
327,32,152,1.788
327,32,155,2.188
327,32,162,1.433
327,32,154,1.438
327,32,144,1.484
327,32,152,1.5
327,31,165,1.525
327,27,159,1.556
327,21,138,1.374
327,16,112,1.079
327,12,92,0.763
327,9,69,0.543
327,8,55,0.376
327,9,60,0.326
327,12,73,0.38
327,16,92,0.521
327,21,104,0.745
327,27,115,0.987
327,31,126,1.151
327,32,120,1.274
327,32,114,1.221
327,32,128,1.112
327,32,138,1.092
327,32,131,1.089
327,32,129,1.136
327,32,134,1.17
327,31,133,1.279
327,27,123,1.262
327,21,106,1.084
327,17,89,0.824
